Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,2021-01-02 05:22:33,29.67866525,-82.35928158,15866,129,0,15737,5897.198589073122,0.8130593722425312
US,2021-01-02 05:22:33,30.33060121,-82.28467476,2470,36,0,2434,8456.008216364258,1.45748987854251
US,2021-01-02 05:22:33,30.26548745,-85.62122584,11907,209,0,11698,6815.488967115995,1.7552700092382632
US,2021-01-02 05:22:33,29.95079741,-82.16611613,2180,23,0,2157,7730.222332541399,1.055045871559633
US,2021-01-02 05:22:33,28.29409504,-80.73091022,21034,523,0,20511,3494.356599140781,2.4864505087002
US,2021-01-02 05:22:33,26.15184651,-80.48725556,137610,1847,0,135763,7046.883977594996,1.342198968098249
US,2021-01-02 05:22:33,30.40666734,-85.19394153,1233,28,0,1205,8741.580999645515,2.2708840227088403
US,2021-01-02 05:22:33,26.90131002,-81.92949121,7410,231,0,7179,3922.50277910116,3.117408906882591
US,2021-01-02 05:22:33,28.84804315,-82.47614748,6663,266,0,6397,4452.180653093407,3.9921957076392016
US,2021-01-02 05:22:33,29.98319144,-81.85609986,11261,186,0,11075,5136.09910057833,1.651718319865021
US,2021-01-02 05:22:33,26.11091986,-81.34687065,22506,332,0,22174,5847.202664574359,1.4751621789744958
US,2021-01-02 05:22:33,30.22509788,-82.62160164,6007,117,0,5890,8379.59992188154,1.9477276510737476
US,2021-01-02 05:22:33,27.18677893,-81.80941373,2898,56,0,2842,7626.115102234152,1.932367149758454
US,2021-01-02 05:22:33,29.60631086,-83.15724673,1115,11,0,1104,6626.649233329371,0.9865470852017936
US,2021-01-02 05:22:33,30.33225875,-81.66976468,61321,725,0,60596,6402.576859426471,1.18230296309584
US,2021-01-02 05:22:33,30.67652764,-87.37284571,22349,373,0,21976,7021.010568114703,1.668978477784241
US,2021-01-02 05:22:33,29.45933576,-81.31508595,3724,48,0,3676,3235.981612950878,1.288936627282492
US,2021-01-02 05:22:33,29.83791238,-84.82731662,900,4,0,896,7422.680412371134,0.4444444444444444
US,2021-01-02 05:22:33,30.57796289,-84.61915825,3988,59,0,3929,8734.121769601401,1.4794383149448345
US,2021-01-02 05:22:33,29.72856978,-82.79880657,1014,23,0,991,5456.8937681627385,2.268244575936884
US,2021-01-02 05:22:33,26.95635849,-81.18996211,769,11,0,758,5568.025486930707,1.4304291287386215
US,2021-01-02 05:22:33,29.93543004,-85.24270990000002,1333,27,0,1306,9773.443800865169,2.0255063765941483
US,2021-01-02 05:22:33,30.49673973,-82.94998918,1277,15,0,1262,8850.845578042694,1.1746280344557556
US,2021-01-02 05:22:33,27.49293939,-81.80956574,2110,20,0,2090,7833.092029550433,0.9478672985781992
US,2021-01-02 05:22:33,26.55386945,-81.16469006,3291,49,0,3242,7831.612012755223,1.4889091461561836
US,2021-01-02 05:22:33,28.55364461,-82.42700204,7336,278,0,7058,3783.003300330033,3.789531079607416
US,2021-01-02 05:22:33,27.34254618,-81.34071957,4975,204,0,4771,4683.631297012832,4.100502512562814
US,2021-01-02 05:22:33,27.9276559,-82.32013172,77118,1071,0,76047,5239.108458879541,1.3887808293783552
US,2021-01-02 05:22:33,30.86747479,-85.81319222,1683,25,0,1658,8579.293469949533,1.48544266191325
US,2021-01-02 05:22:33,27.69308961,-80.60556721,6875,159,0,6716,4298.943866735866,2.3127272727272725
US,2021-01-02 05:22:33,30.7954597,-85.21500423,4649,118,0,4531,10016.374369802215,2.5381802538180254
US,2021-01-02 05:22:33,30.43669112,-83.89442308,994,16,0,978,6977.397164116243,1.6096579476861168
US,2021-01-02 05:22:33,29.98484137,-83.18166636,1422,22,0,1400,16884.35051056756,1.5471167369901546
US,2021-01-02 05:22:33,28.76202069,-81.7125123,15559,295,0,15264,4238.146862861532,1.896008740921653
US,2021-01-02 05:22:33,26.58410348,-81.88399313,40635,672,0,39963,5273.3211606367695,1.6537467700258397
US,2021-01-02 05:22:33,30.45955727,-84.27491114,19574,175,0,19399,6667.302491297151,0.894043118422397
US,2021-01-02 05:22:33,29.31829741,-82.74007147,1851,19,0,1832,4459.918560104089,1.0264721772015126
US,2021-01-02 05:22:33,30.23766008,-84.8829258,750,14,0,736,8977.735216662677,1.8666666666666667
US,2021-01-02 05:22:33,30.44396917,-83.47398594,1540,33,0,1507,8327.475260909534,2.142857142857143
US,2021-01-02 05:22:33,27.47196942,-82.31831044,22332,433,0,21899,5537.962519807664,1.938921726670249
US,2021-01-02 05:22:33,29.21227113,-82.05803627,17799,463,0,17336,4868.715106721119,2.6012697342547333
US,2021-01-02 05:22:33,27.0772071,-80.43109784,7839,210,0,7629,4868.944099378882,2.678913126674321
US,2021-01-02 05:22:33,25.6112362,-80.55170587,298873,4188,0,294685,11000.35333868249,1.401264082068303
US,2021-01-02 05:22:33,25.20904673,-81.07812416,4226,35,0,4191,5693.269386215445,0.8282063416942735
US,2021-01-02 05:22:33,30.61037141,-81.80297522,4775,66,0,4709,5387.87023977433,1.382198952879581
US,2021-01-02 05:22:33,30.69143028,-86.59267105,12857,231,0,12626,6100.940504322904,1.7966866298514428
US,2021-01-02 05:22:33,27.386336199999995,-80.88944347,2430,51,0,2379,5762.663631189527,2.098765432098765
US,2021-01-02 05:22:33,28.51367621,-81.31799498,76458,749,0,75709,5486.948958414068,0.9796227994454472
US,2021-01-02 05:22:33,28.06312234,-81.14882926,25344,288,0,25056,6744.892229162398,1.1363636363636365
US,2021-01-02 05:22:33,26.64676272,-80.46536002,82890,1895,0,80995,5537.924998496763,2.2861623838822536
US,2021-01-02 05:22:33,28.30810945,-82.40227529,21932,376,0,21556,3959.223535825629,1.7143899325186942
US,2021-01-02 05:22:33,27.93130349,-82.72239666,44975,1049,0,43926,4612.839437289999,2.332406892718177
US,2021-01-02 05:22:33,27.95027105,-81.69732947,37403,790,0,36613,5160.621818849108,2.1121300430446754
US,2021-01-02 05:22:33,29.60779729,-81.74230285,3990,72,0,3918,5354.195461681942,1.8045112781954888
US,2021-01-02 05:22:33,30.693414500000006,-87.02458128,11180,128,0,11052,6065.768556748574,1.144901610017889
US,2021-01-02 05:22:33,27.18546175,-82.33174248,18607,509,0,18098,4289.877392551332,2.735529639383028
US,2021-01-02 05:22:33,28.7158582,-81.24060348,18083,314,0,17769,3832.556917168617,1.736437538019134
US,2021-01-02 05:22:33,29.90096506,-81.43589967,13072,113,0,12959,4938.943295852981,0.8644430844553244
US,2021-01-02 05:22:33,27.37763908,-80.47106649,14278,405,0,13873,4349.1107137744175,2.836531727132652
US,2021-01-02 05:22:33,28.70181754,-82.0794267,5085,120,0,4965,3840.0543724512913,2.359882005899705
US,2021-01-02 05:22:33,30.19746066,-82.99099670000003,4015,97,0,3918,9039.331787378704,2.415940224159402
US,2021-01-02 05:22:33,30.04848048,-83.60445406,1967,25,0,1942,9119.569752886087,1.2709710218607015
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,3010,0,0,3010,5738.940929020448,0.0
US,2021-01-02 05:22:33,30.04412971,-82.37497443,1439,65,0,1374,9444.116295858765,4.517025712300208
US,2021-01-02 05:22:33,29.05858895,-81.18263252,22291,449,0,21842,4028.853174861373,2.014265847202907
US,2021-01-02 05:22:33,30.16548905,-84.39895211,2106,25,0,2081,6242.034440854797,1.1870845204178535
US,2021-01-02 05:22:33,30.64204028,-86.16935664,4891,48,0,4843,6603.124029647231,0.9813943978736456
US,2021-01-02 05:22:33,30.61359259,-85.66002461,1971,30,0,1941,7737.60452243552,1.5220700152207
US,2021-01-02 05:22:33,31.74847232,-82.28909114,1688,44,0,1644,9180.898509735667,2.6066350710900474
US,2021-01-02 05:22:33,31.29633502,-82.87545866,778,9,0,769,9528.475199020208,1.1568123393316196
US,2021-01-02 05:22:33,31.55456473,-82.45936528,1020,25,0,995,9136.510211393766,2.450980392156863
US,2021-01-02 05:22:33,31.32669878,-84.44218806,166,6,0,160,5464.121132323898,3.614457831325301
US,2021-01-02 05:22:33,33.06882326,-83.24701748,3244,75,0,3169,7226.553798173312,2.3119605425400738
US,2021-01-02 05:22:33,34.35607081,-83.49644388,1245,20,0,1225,6472.912550691484,1.606425702811245
US,2021-01-02 05:22:33,33.99148694,-83.71436292,5433,67,0,5366,6526.910139356079,1.233204491073072
US,2021-01-02 05:22:33,34.23732119,-84.83887523,8062,130,0,7932,7482.967940745141,1.612503100967502
US,2021-01-02 05:22:33,31.76095874,-83.22145359,1492,44,0,1448,8934.131736526946,2.949061662198392
US,2021-01-02 05:22:33,31.27590016,-83.22529920000002,1145,31,0,1114,5902.974686807238,2.7074235807860263
US,2021-01-02 05:22:33,32.80904227,-83.70489165,10250,261,0,9989,6692.391566933709,2.546341463414634
US,2021-01-02 05:22:33,32.43829035,-83.33035166,1016,35,0,981,7892.488153499573,3.44488188976378
US,2021-01-02 05:22:33,31.19576557,-81.97743999,1054,20,0,1034,5515.7255743367,1.8975332068311197
US,2021-01-02 05:22:33,30.83922642,-83.58303423,1000,31,0,969,6469.560716827327,3.1
US,2021-01-02 05:22:33,32.00979311,-81.44002948,1963,21,0,1942,4953.693188987307,1.0697911360163015
US,2021-01-02 05:22:33,32.39577406,-81.74811421,4454,57,0,4397,5594.915083911164,1.279748540637629
US,2021-01-02 05:22:33,33.05917989,-81.99928721,1588,20,0,1568,7094.670062100701,1.2594458438287153
US,2021-01-02 05:22:33,33.283094500000004,-83.95435040000002,1732,48,0,1684,6945.781199871672,2.771362586605081
US,2021-01-02 05:22:33,31.53169785,-84.62725131,371,11,0,360,5994.506382291162,2.964959568733154
US,2021-01-02 05:22:33,30.92951916,-81.66601818,2515,22,0,2493,4600.6658617788025,0.8747514910536779
US,2021-01-02 05:22:33,32.40209349,-82.07702563,690,37,0,653,6387.114690363788,5.36231884057971
US,2021-01-02 05:22:33,33.58138199,-85.07976677,7675,126,0,7549,6396.259750650043,1.6416938110749186
US,2021-01-02 05:22:33,34.89872298,-85.13757014,3470,39,0,3431,5134.655223438887,1.1239193083573489
US,2021-01-02 05:22:33,30.78371028,-82.13951596,1028,19,0,1009,7676.224611708482,1.8482490272373544
US,2021-01-02 05:22:33,32.00043026,-81.12489526,13710,239,0,13471,4736.896658950351,1.7432530999270606
US,2021-01-02 05:22:33,32.34341231,-84.78809239,2208,3,0,2205,20243.88007701476,0.1358695652173913
US,2021-01-02 05:22:33,34.47197698,-85.34535662,1829,47,0,1782,7378.272620920569,2.569710224166211
US,2021-01-02 05:22:33,34.24393976,-84.47431861,16869,132,0,16737,6518.840837336198,0.7825004446025253
US,2021-01-02 05:22:33,33.95436462,-83.37124007,10184,66,0,10118,7935.728701560807,0.648075412411626
US,2021-01-02 05:22:33,31.62221166,-84.97713865,179,3,0,176,6316.160903316867,1.675977653631285
US,2021-01-02 05:22:33,33.54187245,-84.35594188,14623,234,0,14389,5003.490090879229,1.600218833344731
US,2021-01-02 05:22:33,30.91395822,-82.70432472,652,14,0,638,9851.919008763976,2.147239263803681
US,2021-01-02 05:22:33,33.94243204,-84.5761255,45028,577,0,44451,5923.637851398622,1.281424891178822
US,2021-01-02 05:22:33,31.54892966,-82.85492059999999,4126,93,0,4033,9534.813856215193,2.2539990305380515
US,2021-01-02 05:22:33,31.18810588,-83.7677946,3179,53,0,3126,6971.491228070176,1.667190940547342
US,2021-01-02 05:22:33,33.54534185,-82.263524,10236,100,0,10136,6531.643631073165,0.9769441187964047
US,2021-01-02 05:22:33,31.16068491,-83.42947229,1289,25,0,1264,7463.810075275043,1.939487975174554
US,2021-01-02 05:22:33,33.35334302,-84.76129976,8453,84,0,8369,5691.9109279572285,0.9937300366733705
US,2021-01-02 05:22:33,32.71391813,-83.98061238,429,8,0,421,3458.561754272815,1.8648018648018647
US,2021-01-02 05:22:33,31.92289565,-83.76811843,1395,39,0,1356,6235.472912569283,2.795698924731183
US,2021-01-02 05:22:33,34.854916700000004,-85.50490424,811,8,0,803,5032.266070985356,0.9864364981504316
US,2021-01-02 05:22:33,34.44244079,-84.16964071,1829,16,0,1813,7005.51555078903,0.8747949699289229
US,2021-01-02 05:22:33,33.76944049,-84.22396017,38737,532,0,38205,5101.69275000428,1.3733639672664375
US,2021-01-02 05:22:33,30.87967778,-84.57619536,2029,51,0,1978,7684.44175124981,2.5135534746180386
US,2021-01-02 05:22:33,32.17265114,-83.16948926,1457,63,0,1394,7071.099247755399,4.323953328757721
US,2021-01-02 05:22:33,32.15630737,-83.79746561,680,25,0,655,5078.416728902166,3.676470588235294
US,2021-01-02 05:22:33,31.53328528,-84.21722377,4829,213,0,4616,5490.24512256128,4.410851107889832
US,2021-01-02 05:22:33,33.70291126,-84.77026156,8425,109,0,8316,5757.022884593045,1.293768545994065
US,2021-01-02 05:22:33,31.32155345,-84.90255207,811,41,0,770,7958.783120706575,5.055487053020962
US,2021-01-02 05:22:33,30.71101099,-82.89687287,376,3,0,373,9385.921118322516,0.7978723404255319
US,2021-01-02 05:22:33,32.36616021,-81.34280942,2701,35,0,2666,4200.883414209282,1.295816364309515
US,2021-01-02 05:22:33,34.11302332,-82.83936148,1651,33,0,1618,8601.646347817026,1.9987886129618413
US,2021-01-02 05:22:33,32.59221302,-82.30239915,1880,53,0,1827,8301.68683211163,2.8191489361702127
US,2021-01-02 05:22:33,32.15328841,-81.8870105,667,13,0,654,6260.559414304486,1.949025487256372
US,2021-01-02 05:22:33,34.86430205,-84.316964,1376,43,0,1333,5254.314953413777,3.125
US,2021-01-02 05:22:33,33.41357794,-84.49089434,4920,77,0,4843,4299.909981559329,1.565040650406504
US,2021-01-02 05:22:33,34.26268279,-85.21577392,7828,128,0,7700,7947.369489735832,1.6351558507920283
US,2021-01-02 05:22:33,34.22604035,-84.12315129999998,11006,81,0,10925,4506.001997936557,0.7359622024350354
US,2021-01-02 05:22:33,34.37525597,-83.23159927,1832,26,0,1806,7846.160435136408,1.4192139737991267
US,2021-01-02 05:22:33,33.79216944,-84.46319413,57724,790,0,56934,5425.509217181093,1.3685815258817822
US,2021-01-02 05:22:33,34.69316688,-84.45802506,1846,38,0,1808,5884.790716949855,2.058504875406284
US,2021-01-02 05:22:33,33.22879932,-82.61297636,179,4,0,175,6024.907438572871,2.23463687150838
US,2021-01-02 05:22:33,31.23279254,-81.53811412,5297,135,0,5162,6210.430052056465,2.548612422125732
US,2021-01-02 05:22:33,34.50487351,-84.87296253,4943,66,0,4877,8527.853975812157,1.3352215253894395
US,2021-01-02 05:22:33,30.87454847,-84.23418364,1333,32,0,1301,5411.439938294158,2.4006001500375094
US,2021-01-02 05:22:33,33.5769205,-83.17139104,1144,28,0,1116,6243.1783453394455,2.4475524475524475
US,2021-01-02 05:22:33,33.96044201,-84.02137802,58565,604,0,57961,6255.273698264353,1.0313327072483565
US,2021-01-02 05:22:33,34.63331566,-83.53094677,3729,93,0,3636,8226.703141546064,2.49396621078037
US,2021-01-02 05:22:33,34.32207823,-83.81896936,18627,235,0,18392,9111.18611237472,1.2616094915982177
US,2021-01-02 05:22:33,33.2721566,-82.99766919,680,48,0,632,8040.6763627763985,7.0588235294117645
US,2021-01-02 05:22:33,33.79602175,-85.21005667,1884,38,0,1846,6323.845327604726,2.0169851380042463
US,2021-01-02 05:22:33,32.73709786,-84.90538572,1482,29,0,1453,4205.925757747758,1.956815114709852
US,2021-01-02 05:22:33,34.34626973,-82.96567682,1556,33,0,1523,5937.798130127838,2.120822622107969
US,2021-01-02 05:22:33,33.29686567,-85.12886832,589,11,0,578,4940.031871173363,1.867572156196944
US,2021-01-02 05:22:33,33.4533428,-84.14814659999998,13699,159,0,13540,5840.271826944803,1.1606686619461275
US,2021-01-02 05:22:33,32.45802497,-83.66879087,8216,130,0,8086,5204.512773734187,1.5822784810126582
US,2021-01-02 05:22:33,31.60213036,-83.27501387,666,17,0,649,7073.067119796092,2.5525525525525525
US,2021-01-02 05:22:33,34.13794553,-83.56814788,5735,73,0,5662,7858.640393548652,1.2728857890148213
US,2021-01-02 05:22:33,33.31535543,-83.68844964,845,9,0,836,5942.752654898375,1.0650887573964498
US,2021-01-02 05:22:33,31.80405727,-82.63724870000001,1254,35,0,1219,8296.394310287793,2.7910685805422646
US,2021-01-02 05:22:33,33.05867328,-82.41609057,1319,40,0,1279,8586.121598750162,3.032600454890068
US,2021-01-02 05:22:33,32.79248718,-81.96040187,567,34,0,533,6535.269709543569,5.99647266313933
US,2021-01-02 05:22:33,32.70211082,-82.66166794,744,34,0,710,7715.441252722182,4.56989247311828
US,2021-01-02 05:22:33,33.02512137,-83.56019163,1185,24,0,1161,4123.890725595963,2.0253164556962027
US,2021-01-02 05:22:33,33.07841647,-84.14263877,1197,32,0,1165,6274.571473502123,2.6733500417710943
US,2021-01-02 05:22:33,31.038285700000007,-83.06472457,532,10,0,522,5104.096709200806,1.8796992481203008
US,2021-01-02 05:22:33,32.46325233,-82.92221316,3814,122,0,3692,8021.705295923947,3.198741478762454
US,2021-01-02 05:22:33,31.779330600000005,-84.14324253,1567,33,0,1534,5224.726593758335,2.1059349074664966
US,2021-01-02 05:22:33,31.82588896,-81.49251135,1948,31,0,1917,3170.830959550745,1.591375770020534
US,2021-01-02 05:22:33,33.79201475,-82.45024131,439,11,0,428,5542.229516475192,2.5056947608200457
US,2021-01-02 05:22:33,31.75218791,-81.74952375,514,5,0,509,2627.9462140191217,0.9727626459143968
US,2021-01-02 05:22:33,30.83568832,-83.27056716,8766,136,0,8630,7466.398650835562,1.5514487793748577
US,2021-01-02 05:22:33,34.57286511,-84.00425681,1977,23,0,1954,5882.177923237132,1.1633788568538188
US,2021-01-02 05:22:33,32.35207048,-84.04234127,469,16,0,453,3622.4608017301302,3.411513859275053
US,2021-01-02 05:22:33,34.12920917,-83.21218732,1878,24,0,1854,6285.140562248996,1.2779552715654952
US,2021-01-02 05:22:33,32.3483402,-84.52733571,314,10,0,304,3756.430194999402,3.1847133757961785
US,2021-01-02 05:22:33,33.47851918,-82.48252774,1369,26,0,1343,6423.611111111111,1.8991964937910883
US,2021-01-02 05:22:33,31.49683595,-81.40163426,513,10,0,503,3567.9510363054665,1.949317738791423
US,2021-01-02 05:22:33,33.04163534,-84.68859732,1119,20,0,1099,5286.5309207729015,1.7873100983020551
US,2021-01-02 05:22:33,31.16568912,-84.73151117,551,3,0,548,9636.236446309898,0.5444646098003629
US,2021-01-02 05:22:33,31.22483255,-84.19381821,1380,52,0,1328,6312.03403009651,3.768115942028986
US,2021-01-02 05:22:33,33.014289,-83.92097166,1622,64,0,1558,5881.499746174487,3.945745992601726
US,2021-01-02 05:22:33,32.17201038,-82.53527476,626,10,0,616,6825.119930222416,1.597444089456869
US,2021-01-02 05:22:33,33.59232073,-83.49129491,1170,10,0,1160,6069.724009130525,0.8547008547008547
US,2021-01-02 05:22:33,34.78897608,-84.74993177,3058,42,0,3016,7626.695929768555,1.3734466971877044
US,2021-01-02 05:22:33,32.50931999,-84.87142262,9888,209,0,9679,5050.850747564732,2.113673139158576
US,2021-01-02 05:22:33,33.55514538,-83.84547140000002,6009,127,0,5882,5377.469931271477,2.113496422033616
US,2021-01-02 05:22:33,33.83749973,-83.43679568,2369,42,0,2327,5881.330685203575,1.7728999577880962
US,2021-01-02 05:22:33,33.878629600000004,-83.08278123,900,14,0,886,5898.158463857396,1.5555555555555556
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,24826,348,0,24478,5738.940929020448,1.4017562233142673
US,2021-01-02 05:22:33,33.91969522,-84.86848792,8712,111,0,8601,5165.207183385013,1.2741046831955922
US,2021-01-02 05:22:33,32.56934316,-83.82937,1554,33,0,1521,5641.472446090176,2.123552123552124
US,2021-01-02 05:22:33,34.46589159,-84.46406611,1878,20,0,1858,5762.327022797705,1.064962726304579
US,2021-01-02 05:22:33,31.35928155,-82.21598442,1672,33,0,1639,8589.776521962496,1.973684210526316
US,2021-01-02 05:22:33,33.09310242,-84.38790389,1351,21,0,1330,7124.775867524523,1.5544041450777202
US,2021-01-02 05:22:33,34.00267074,-85.18677781,3483,46,0,3437,8173.562058526741,1.320700545506747
US,2021-01-02 05:22:33,32.23334561,-83.47549959999998,600,30,0,570,5387.447247912364,5.0
US,2021-01-02 05:22:33,33.32056115,-83.37552891,1374,31,0,1343,6211.85406211854,2.2561863173216885
US,2021-01-02 05:22:33,31.86728114,-85.01773177,100,1,0,99,4349.717268377555,1.0
US,2021-01-02 05:22:33,34.88389445,-83.40304637,1151,17,0,1134,6716.461457664702,1.476976542137272
US,2021-01-02 05:22:33,31.76622818,-84.75732369,426,31,0,395,6285.039834759516,7.276995305164319
US,2021-01-02 05:22:33,33.35777107,-82.07026432,15042,253,0,14789,7427.4879269990815,1.6819571865443426
US,2021-01-02 05:22:33,33.65145002,-84.02202167,4065,81,0,3984,4472.143988734378,1.992619926199262
US,2021-01-02 05:22:33,32.2654021,-84.31258912,235,2,0,233,4470.230169298079,0.851063829787234
US,2021-01-02 05:22:33,32.74976524,-81.60779441,595,15,0,580,4260.346555921524,2.5210084033613445
US,2021-01-02 05:22:33,30.93464824,-84.86823924,683,12,0,671,8442.521631644006,1.7569546120058566
US,2021-01-02 05:22:33,33.26310031,-84.28013991,3762,98,0,3664,5639.926240199092,2.604997341839447
US,2021-01-02 05:22:33,34.55151201,-83.29405315,2266,50,0,2216,8740.59787849566,2.206531332744925
US,2021-01-02 05:22:33,32.07996777,-84.83208037,685,17,0,668,10345.869204047727,2.4817518248175183
US,2021-01-02 05:22:33,32.03650571,-84.19821492,1737,74,0,1663,5883.3491396829695,4.260218767990788
US,2021-01-02 05:22:33,32.69642758,-84.53351366,295,9,0,286,4761.9047619047615,3.0508474576271185
US,2021-01-02 05:22:33,33.56543317,-82.88136816,55,0,0,55,3578.39947950553,0.0
US,2021-01-02 05:22:33,32.04785085,-82.05539188,1520,36,0,1484,6011.231511508345,2.3684210526315788
US,2021-01-02 05:22:33,32.55792548,-84.25077141,541,14,0,527,6745.635910224439,2.587800369685767
US,2021-01-02 05:22:33,31.92829517,-82.93491155,819,39,0,780,5163.934426229508,4.761904761904762
US,2021-01-02 05:22:33,31.77527543,-84.44069698,576,35,0,541,6751.846207947486,6.076388888888889
US,2021-01-02 05:22:33,30.86392347,-83.91847289,2844,85,0,2759,6398.0562866977125,2.988748241912799
US,2021-01-02 05:22:33,31.45743864,-83.5236119,3654,81,0,3573,8990.256864481842,2.2167487684729066
US,2021-01-02 05:22:33,32.12059861,-82.32957247,2371,70,0,2301,8837.122623928439,2.9523407844791225
US,2021-01-02 05:22:33,34.91369188,-83.74107459999998,813,37,0,776,6754.174628229625,4.551045510455104
US,2021-01-02 05:22:33,32.40422134,-82.56904553,510,15,0,495,7390.233299521808,2.9411764705882355
US,2021-01-02 05:22:33,33.03349196,-85.02812115,5051,128,0,4923,7223.763622322016,2.5341516531379926
US,2021-01-02 05:22:33,31.71612656,-83.62069378,669,25,0,644,8378.209142141515,3.7369207772795217
US,2021-01-02 05:22:33,32.67435595,-83.43078662,424,19,0,405,5221.674876847291,4.481132075471698
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,3676,6,0,3670,5738.940929020448,0.1632208922742111
US,2021-01-02 05:22:33,34.82995757,-83.98967069,1465,42,0,1423,5976.908326873649,2.8668941979522184
US,2021-01-02 05:22:33,32.87920671,-84.30024826,2258,82,0,2176,8579.0273556231,3.631532329495129
US,2021-01-02 05:22:33,34.73376362,-85.30165174,4154,59,0,4095,5954.6164762546405,1.4203177660086663
US,2021-01-02 05:22:33,33.78017694,-83.73552314,5729,92,0,5637,6056.473523410823,1.6058648978879386
US,2021-01-02 05:22:33,31.05449097,-82.42224148,3293,83,0,3210,9215.313147142777,2.5204980261160035
US,2021-01-02 05:22:33,33.41146451,-82.67795848,286,9,0,277,5443.47164065474,3.1468531468531467
US,2021-01-02 05:22:33,32.96711864,-82.79357039,1402,46,0,1356,6881.319328556003,3.2810271041369474
US,2021-01-02 05:22:33,31.5521809,-81.91894878,2146,49,0,2097,7170.782236776156,2.28331780055918
US,2021-01-02 05:22:33,32.04066113,-84.54742852,89,2,0,87,3413.885692366705,2.247191011235955
US,2021-01-02 05:22:33,32.12009104,-82.72574721,490,19,0,471,6238.064926798218,3.877551020408163
US,2021-01-02 05:22:33,34.64624278,-83.74905525,2173,37,0,2136,7055.652964478213,1.7027151403589509
US,2021-01-02 05:22:33,34.80987459,-84.96093476,11947,126,0,11821,11418.549527851052,1.054658073156441
US,2021-01-02 05:22:33,31.97496928,-83.43438555,591,35,0,556,6844.238563983787,5.922165820642978
US,2021-01-02 05:22:33,33.78290391,-82.74286107,639,10,0,629,6535.747161706045,1.5649452269170578
US,2021-01-02 05:22:33,32.80291082,-83.17140684,640,18,0,622,7147.6435112798745,2.8125
US,2021-01-02 05:22:33,31.55162306,-83.85090513,1162,40,0,1122,5739.121845211636,3.442340791738382
US,2020-08-04 02:27:56,35.768908300181025,-71.11371388385798,103,3,0,100,5738.940929020448,2.912621359223301
US,2021-01-02 05:22:33,13.4443,144.7937,7326,122,0,7204,4460.844308861407,1.6653016653016652
US,2021-01-02 05:22:33,19.60121157,-155.5210167,1922,45,0,1877,953.7846193545826,2.341311134235172
US,2021-01-02 05:22:33,21.45803166,-157.97121819999995,18235,224,0,18011,1871.095044650782,1.2284069097888677
US,2021-01-02 05:22:33,22.03935037,-159.5966786,147,1,0,146,203.3391891331111,0.6802721088435374
US,2021-01-02 05:22:33,20.86399628,-156.56890969999995,1432,17,0,1415,855.3492178213683,1.187150837988827
US,2020-12-21 13:27:30,35.768908300181025,-71.11371388385798,661,2,0,659,5738.940929020448,0.302571860816944
US,2020-12-21 13:27:30,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,43.4526575,-116.24155159999998,38262,355,0,37907,7944.981903581284,0.927813496419424
US,2021-01-02 05:22:33,44.89333571,-116.4545247,260,3,0,257,6054.960409874243,1.1538461538461535
US,2021-01-02 05:22:33,42.67002716,-112.2233311,6440,63,0,6377,7334.183673469388,0.9782608695652174
US,2021-01-02 05:22:33,42.28269683,-111.32892379999998,274,2,0,272,4473.469387755102,0.7299270072992701
US,2021-01-02 05:22:33,47.21754179,-116.6586851,433,4,0,429,4656.915465691546,0.9237875288683602
US,2021-01-02 05:22:33,43.21672879999999,-112.3978437,3649,46,0,3603,7795.176347439704,1.2606193477665113
US,2021-01-02 05:22:33,43.4085812,-113.9752658,1562,13,0,1549,6785.109248077842,0.8322663252240717
US,2021-01-02 05:22:33,43.98829931,-115.7309284,240,2,0,238,3064.74268931171,0.8333333333333334
US,2021-01-02 05:22:33,48.29996017,-116.6017932,1960,13,0,1947,4285.18332276613,0.6632653061224489
US,2021-01-02 05:22:33,43.38713372,-111.6161537,10383,117,0,10266,8720.666543481548,1.126841953192719
US,2021-01-02 05:22:33,48.76684761,-116.4630179,568,7,0,561,4638.628011433239,1.232394366197183
US,2021-01-02 05:22:33,43.72592209,-113.1735463,162,0,0,162,6237.9668848671545,0.0
US,2021-01-02 05:22:33,43.46665742,-114.8065892,56,0,0,56,5063.291139240507,0.0
US,2021-01-02 05:22:33,43.61970148,-116.7095499,20597,219,0,20378,8961.10054862105,1.0632616400446666
US,2021-01-02 05:22:33,42.77149116,-111.5597683,534,10,0,524,7463.312368972746,1.8726591760299625
US,2021-01-02 05:22:33,42.28347888,-113.6012409,2537,20,0,2517,10557.636287973366,0.7883326763894364
US,2021-01-02 05:22:33,44.28496071,-112.3505704,53,0,0,53,6272.189349112426,0.0
US,2021-01-02 05:22:33,46.67459924,-115.6622393,828,6,0,822,9456.372772955689,0.7246376811594203
US,2021-01-02 05:22:33,44.24186819,-114.2855494,203,2,0,201,4704.519119351101,0.9852216748768472
US,2021-01-02 05:22:33,43.3507101,-115.4701578,1347,9,0,1338,4896.223328850278,0.6681514476614699
